review,rating,date,bank,source,sentiment_label,sentiment_score,theme
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,BOA,Google Play,NEGATIVE,0.99980491399765,Customer Support
Good service.,3,2025-05-25,BOA,Google Play,POSITIVE,0.9998533725738524,Feature Requests
the app crush frequently,1,2025-05-24,BOA,Google Play,NEGATIVE,0.998525083065033,Transaction Performance
You guys keeps getting worst,1,2025-05-22,BOA,Google Play,NEGATIVE,0.9997075200080872,User Interface & Experience
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,BOA,Google Play,NEGATIVE,0.999026656150818,Customer Support
BoA,2,2025-05-20,BOA,Google Play,NEGATIVE,0.7410542368888855,Customer Support
but not opening on android,4,2025-05-19,BOA,Google Play,NEGATIVE,0.9952228665351868,Account Access Issues
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,BOA,Google Play,NEGATIVE,0.9997984766960144,Customer Support
amazing,5,2025-05-18,BOA,Google Play,POSITIVE,0.999875545501709,User Interface & Experience
"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,BOA,Google Play,NEGATIVE,0.9992283582687378,Customer Support
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,BOA,Google Play,NEGATIVE,0.9994921684265136,Customer Support
liking this application good 👍,5,2025-05-07,BOA,Google Play,POSITIVE,0.9996829032897948,User Interface & Experience
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,BOA,Google Play,NEGATIVE,0.9989790916442872,Customer Support
it's really good 👍,5,2025-04-23,BOA,Google Play,POSITIVE,0.9998701810836792,Feature Requests
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,BOA,Google Play,NEGATIVE,0.9995198249816896,Customer Support
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,BOA,Google Play,NEGATIVE,0.9997255206108092,Account Access Issues
Best,2,2025-04-19,BOA,Google Play,POSITIVE,0.9997941851615906,Feature Requests
It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19,BOA,Google Play,NEGATIVE,0.999669909477234,User Interface & Experience
yideg,1,2025-04-18,BOA,Google Play,NEGATIVE,0.7675821781158447,Account Access Issues
great boa,5,2025-04-10,BOA,Google Play,POSITIVE,0.9992689490318298,Customer Support
boa of mobile backing,5,2025-04-09,BOA,Google Play,NEGATIVE,0.980626106262207,Customer Support
faster bank of Abissinya,5,2025-04-08,BOA,Google Play,POSITIVE,0.9722142815589904,Transaction Performance
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,BOA,Google Play,NEGATIVE,0.9996716976165771,Account Access Issues
it just doesn't work...so frustrating,1,2025-04-07,BOA,Google Play,NEGATIVE,0.999774158000946,Customer Support
like,5,2025-04-06,BOA,Google Play,POSITIVE,0.9910564422607422,Customer Support
it's not work correctly... you must have update it,1,2025-04-06,BOA,Google Play,NEGATIVE,0.9998013377189636,Customer Support
"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,BOA,Google Play,POSITIVE,0.9575353264808656,Transaction Performance
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,BOA,Google Play,NEGATIVE,0.5856854915618896,User Interface & Experience
good but they don't update enough don't add new things,3,2025-04-04,BOA,Google Play,NEGATIVE,0.9693678617477416,User Interface & Experience
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-04-01,BOA,Google Play,NEGATIVE,0.9990907907485962,Customer Support
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,BOA,Google Play,NEGATIVE,0.9973751306533812,User Interface & Experience
good application,5,2025-03-30,BOA,Google Play,POSITIVE,0.999854564666748,User Interface & Experience
this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,BOA,Google Play,NEGATIVE,0.9995684027671814,Account Access Issues
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,BOA,Google Play,NEGATIVE,0.9996182918548584,Account Access Issues
always problematic hardly works,1,2025-03-26,BOA,Google Play,NEGATIVE,0.99955552816391,Account Access Issues
considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,BOA,Google Play,NEGATIVE,0.9997418522834778,Customer Support
"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,BOA,Google Play,NEGATIVE,0.9998050332069396,Feature Requests
great BoA,5,2025-03-22,BOA,Google Play,POSITIVE,0.9992689490318298,Customer Support
best,5,2025-03-21,BOA,Google Play,POSITIVE,0.9997941851615906,Feature Requests
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,BOA,Google Play,NEGATIVE,0.9988333582878112,Customer Support
there is no speed,1,2025-03-19,BOA,Google Play,NEGATIVE,0.9994422793388368,Feature Requests
"For anyone who wants to download it, just don't!!!",1,2025-03-19,BOA,Google Play,NEGATIVE,0.999398112297058,User Interface & Experience
wonderful,5,2025-03-19,BOA,Google Play,POSITIVE,0.9998772144317628,Transaction Performance
all worck,5,2025-03-19,BOA,Google Play,NEGATIVE,0.9971314668655396,Account Access Issues
Loved it,5,2025-03-14,BOA,Google Play,POSITIVE,0.9998797178268432,Feature Requests
Wow,1,2025-03-14,BOA,Google Play,POSITIVE,0.999592125415802,Transaction Performance
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,BOA,Google Play,NEGATIVE,0.9985970854759216,User Interface & Experience
Improved to be the best,5,2025-03-11,BOA,Google Play,POSITIVE,0.9998570680618286,Feature Requests
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,BOA,Google Play,NEGATIVE,0.99748432636261,Customer Support
BoA Greqt Ethiopian bank.,5,2025-03-11,BOA,Google Play,NEGATIVE,0.8457716703414917,Feature Requests
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,BOA,Google Play,NEGATIVE,0.9994600415229796,Customer Support
Almost better compared to cbe where it is not qualified for,4,2025-03-09,BOA,Google Play,NEGATIVE,0.9741679430007936,Customer Support
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,BOA,Google Play,POSITIVE,0.9998214840888976,User Interface & Experience
Wonderfull app,5,2025-03-08,BOA,Google Play,POSITIVE,0.9998815059661864,Feature Requests
i can't use this app why?,5,2025-03-07,BOA,Google Play,NEGATIVE,0.9993101358413696,Account Access Issues
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,BOA,Google Play,NEGATIVE,0.9997013211250304,Customer Support
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,BOA,Google Play,NEGATIVE,0.9998133778572084,Customer Support
AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04,BOA,Google Play,NEGATIVE,0.9959415793418884,User Interface & Experience
Good app,5,2025-03-03,BOA,Google Play,POSITIVE,0.9998493194580078,Transaction Performance
"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,BOA,Google Play,NEGATIVE,0.9916398525238036,Customer Support
It has good features but sometimes it doesn't work...0,1,2025-03-02,BOA,Google Play,NEGATIVE,0.9956711530685424,Customer Support
Very poor proformance,1,2025-03-01,BOA,Google Play,NEGATIVE,0.9998043179512024,Feature Requests
It's not opening. Really frustrating,1,2025-03-01,BOA,Google Play,NEGATIVE,0.9997020363807678,Feature Requests
Verry Amazing App from all IB,5,2025-03-01,BOA,Google Play,POSITIVE,0.9997394680976868,User Interface & Experience
Not working on this days,1,2025-02-26,BOA,Google Play,NEGATIVE,0.9972773194313048,Customer Support
Thank you BoA,5,2025-02-23,BOA,Google Play,POSITIVE,0.9998399019241332,User Interface & Experience
best banking app in the wworld,5,2025-02-22,BOA,Google Play,POSITIVE,0.999572217464447,Feature Requests
Nice app and it's easy to use,5,2025-02-21,BOA,Google Play,POSITIVE,0.999751627445221,User Interface & Experience
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,BOA,Google Play,NEGATIVE,0.999267876148224,User Interface & Experience
This is help full i like ittttt,5,2025-02-14,BOA,Google Play,POSITIVE,0.9977995753288268,Customer Support
The is not functional at all?,2,2025-02-12,BOA,Google Play,NEGATIVE,0.9997331500053406,Customer Support
Best bank,5,2025-02-08,BOA,Google Play,POSITIVE,0.9997438788414,Transaction Performance
Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,BOA,Google Play,POSITIVE,0.9997236132621764,User Interface & Experience
🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04,BOA,Google Play,NEGATIVE,0.6970565915107727,Account Access Issues
I have been using this app for two years.It is amazing.,5,2025-02-01,BOA,Google Play,POSITIVE,0.9998595714569092,Feature Requests
Good 👍,5,2025-01-31,BOA,Google Play,POSITIVE,0.9998576641082764,User Interface & Experience
Sad experience,1,2025-01-30,BOA,Google Play,NEGATIVE,0.999068796634674,Account Access Issues
Always do update and that is annoying,3,2025-01-27,BOA,Google Play,NEGATIVE,0.9994439482688904,Account Access Issues
"Best app, somehow waiting a few minutes",5,2025-01-23,BOA,Google Play,NEGATIVE,0.6387038230895996,Feature Requests
I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,BOA,Google Play,NEGATIVE,0.9946038126945496,Account Access Issues
Whenever I try to sign in app close please fixed it out,2,2025-01-21,BOA,Google Play,NEGATIVE,0.997660994529724,Transaction Performance
Beter,5,2025-01-21,BOA,Google Play,POSITIVE,0.6771944165229797,Account Access Issues
Boa,4,2025-01-18,BOA,Google Play,NEGATIVE,0.7410542368888855,Customer Support
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,BOA,Google Play,NEGATIVE,0.9979276657104492,Account Access Issues
Aadan Axmed Barkhadle,5,2025-01-17,BOA,Google Play,POSITIVE,0.6127519011497498,Account Access Issues
😡😡😡🤬🤬🤬,1,2025-01-16,BOA,Google Play,NEGATIVE,0.6970565915107727,Account Access Issues
Horrible customer service and app crashes Horrible!!,1,2025-01-15,BOA,Google Play,NEGATIVE,0.9997913241386414,Transaction Performance
I love it,5,2025-01-14,BOA,Google Play,POSITIVE,0.9998799562454224,Customer Support
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,BOA,Google Play,NEGATIVE,0.9985793828964232,User Interface & Experience
Good🙏,5,2025-01-12,BOA,Google Play,NEGATIVE,0.6970565915107727,User Interface & Experience
Like to much,5,2025-01-11,BOA,Google Play,POSITIVE,0.9997984766960144,Customer Support
Thank you,5,2025-01-10,BOA,Google Play,POSITIVE,0.9998352527618408,User Interface & Experience
Perfect,5,2025-01-09,BOA,Google Play,POSITIVE,0.9998517036437988,Account Access Issues
The best of best,5,2025-01-09,BOA,Google Play,POSITIVE,0.9998393058776855,Feature Requests
I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,BOA,Google Play,NEGATIVE,0.9016599655151368,Customer Support
Great 👍,5,2025-01-04,BOA,Google Play,POSITIVE,0.9997692704200744,Customer Support
Fast and suitable for the customers.,5,2025-01-04,BOA,Google Play,POSITIVE,0.9997920393943788,User Interface & Experience
Good app and helpful,5,2025-01-03,BOA,Google Play,POSITIVE,0.9998565912246704,Transaction Performance
"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03,BOA,Google Play,NEGATIVE,0.9978498220443726,Customer Support
